subscription_id,user_id,start_date_key,end_date_key,plan_name,billing_cycle,status,monthly_price_usd,discount_usd,recognized_revenue_usd,cancellation_reason
7769,5454,20250220,,Premium,Monthly,Active,9.99,0.0,99.9,
7770,5491,20251015,,Fan,Monthly,Active,5.99,0.0,11.98,
7771,5528,20240324,20240423,Family,Monthly,Cancelled,14.99,0.0,14.99,Low Usage
7772,5565,20230519,20230618,Premium,Annual,Cancelled,9.99,0.0,9.99,Low Usage
7773,5602,20230324,20240323,Fan,Monthly,Cancelled,5.99,0.0,71.88,Price
7774,5639,20240630,20250630,Family,Monthly,Cancelled,14.99,0.0,179.88,Low Usage
7775,5676,20230705,,Premium,Monthly,Active,9.99,0.0,9.99,
7776,5713,20250526,,Fan,Annual,Active,5.99,1.2,33.53,
7777,5750,20251011,,Family,Monthly,Active,14.99,0.0,29.98,
7778,5787,20250104,20250203,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
7779,5824,20241213,20250611,Fan,Monthly,Cancelled,5.99,0.0,35.94,Price
7780,5861,20250322,,Family,Annual,Active,14.99,0.0,89.94,
7781,5898,20250520,,Premium,Monthly,Active,9.99,0.0,69.93,
7782,5935,20240617,20240915,Fan,Monthly,Cancelled,5.99,0.0,17.97,Price
7783,5972,20240707,20241005,Family,Monthly,Cancelled,14.99,0.0,44.97,Low Usage
7784,9,20230309,20250308,Premium,Annual,Cancelled,9.99,0.0,239.76,Low Usage
7785,46,20230108,,Fan,Monthly,Active,5.99,1.2,57.48,
7786,83,20240112,20240411,Family,Monthly,Cancelled,14.99,0.0,44.97,Low Usage
7787,120,20241229,20250128,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
7788,157,20240615,20240715,Fan,Annual,Cancelled,5.99,0.0,5.99,Price
7789,194,20231231,20240628,Family,Monthly,Cancelled,14.99,0.0,89.94,Low Usage
7790,231,20241102,,Premium,Monthly,Active,9.99,0.0,29.97,
7791,268,20240131,20240430,Fan,Monthly,Cancelled,5.99,0.0,17.97,Price
7792,305,20250926,,Family,Annual,Active,14.99,0.0,44.97,
7793,342,20250715,,Premium,Monthly,Active,9.99,0.0,49.95,
7794,379,20250605,20251202,Fan,Monthly,Cancelled,5.99,1.2,28.74,Price
7795,416,20241021,,Family,Monthly,Active,14.99,0.0,44.97,
7796,453,20250606,20250706,Premium,Annual,Cancelled,9.99,0.0,9.99,Low Usage
7797,490,20240309,,Fan,Monthly,Active,5.99,0.0,131.78,
7798,527,20230606,20250605,Family,Monthly,Cancelled,14.99,0.0,359.76,Low Usage
7799,564,20230410,20230709,Premium,Monthly,Cancelled,9.99,0.0,29.97,Low Usage
7800,601,20240409,,Fan,Annual,Active,5.99,0.0,5.99,
7801,638,20231027,20241026,Family,Monthly,Cancelled,14.99,0.0,179.88,Low Usage
7802,675,20230902,20231002,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
7803,712,20251112,,Fan,Monthly,Active,5.99,1.2,4.79,
7804,749,20250326,,Family,Annual,Active,14.99,0.0,134.91,
7805,786,20250321,,Premium,Monthly,Active,9.99,0.0,29.97,
7806,823,20250517,20250616,Fan,Monthly,Cancelled,5.99,0.0,5.99,Price
7807,860,20251011,,Family,Monthly,Active,14.99,0.0,29.98,
7808,897,20230921,20250920,Premium,Annual,Cancelled,9.99,0.0,239.76,Low Usage
7809,934,20230201,20250131,Fan,Monthly,Cancelled,5.99,0.0,143.76,Price
7810,971,20240411,,Family,Monthly,Active,14.99,0.0,314.79,
7811,1008,20240126,,Premium,Monthly,Active,9.99,0.0,229.77,
7812,1045,20240808,20240907,Fan,Annual,Cancelled,5.99,1.2,4.79,Price
7813,1082,20230828,20231126,Family,Monthly,Cancelled,14.99,0.0,44.97,Low Usage
7814,1119,20250716,,Premium,Monthly,Active,9.99,0.0,49.95,
7815,1156,20240821,,Fan,Monthly,Active,5.99,0.0,5.99,
7816,1193,20250213,20250315,Family,Annual,Cancelled,14.99,0.0,14.99,Low Usage
7817,1230,20250119,,Premium,Monthly,Active,9.99,0.0,109.89,
7818,1267,20230219,20230321,Fan,Monthly,Cancelled,5.99,0.0,5.99,Price
7819,1304,20240121,20250120,Family,Monthly,Cancelled,14.99,0.0,179.88,Low Usage
7820,1341,20240516,,Premium,Annual,Active,9.99,0.0,189.81,
7821,1378,20250831,20251129,Fan,Monthly,Cancelled,5.99,1.2,14.37,Price
7822,1415,20250430,,Family,Monthly,Active,14.99,0.0,119.92,
7823,1452,20230225,20230824,Premium,Monthly,Cancelled,9.99,0.0,59.94,Low Usage
7824,1489,20250730,,Fan,Annual,Active,5.99,0.0,29.95,
7825,1526,20250204,,Family,Monthly,Active,14.99,0.0,44.97,
7826,1563,20240906,20241006,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
7827,1600,20231030,20251029,Fan,Monthly,Cancelled,5.99,0.0,143.76,Price
7828,1637,20250728,,Family,Annual,Active,14.99,0.0,74.95,
7829,1674,20251111,,Premium,Monthly,Active,9.99,0.0,9.99,
7830,1711,20250407,,Fan,Monthly,Active,5.99,1.2,4.79,
7831,1748,20250601,,Family,Monthly,Active,14.99,0.0,104.93,
7832,1785,20240422,20240721,Premium,Annual,Cancelled,9.99,0.0,29.97,Low Usage
7833,1822,20250723,,Fan,Monthly,Active,5.99,0.0,29.95,
7834,1859,20240722,20241020,Family,Monthly,Cancelled,14.99,0.0,44.97,Low Usage
7835,1896,20240219,,Premium,Monthly,Active,9.99,0.0,119.88,
7836,1933,20250728,,Fan,Annual,Active,5.99,0.0,29.95,
7837,1970,20240716,20250716,Family,Monthly,Cancelled,14.99,0.0,179.88,Low Usage
7838,2007,20240406,20240506,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
7839,2044,20240724,20250724,Fan,Monthly,Cancelled,5.99,1.2,57.48,Price
7840,2081,20240516,,Family,Annual,Active,14.99,0.0,89.94,
7841,2118,20240808,20240907,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
7842,2155,20251007,20251106,Fan,Monthly,Cancelled,5.99,0.0,5.99,Price
7843,2192,20240330,20240926,Family,Monthly,Cancelled,14.99,0.0,89.94,Low Usage
7844,2229,20230221,20230820,Premium,Annual,Cancelled,9.99,0.0,59.94,Low Usage
7845,2266,20250623,,Fan,Monthly,Active,5.99,0.0,17.97,
7846,2303,20251008,,Family,Monthly,Active,14.99,0.0,29.98,
7847,2340,20230728,20231026,Premium,Monthly,Cancelled,9.99,0.0,29.97,Low Usage
7848,2377,20231013,20231112,Fan,Annual,Cancelled,5.99,1.2,4.79,Price
7849,2414,20230817,20250816,Family,Monthly,Cancelled,14.99,0.0,359.76,Low Usage
7850,2451,20250619,,Premium,Monthly,Active,9.99,0.0,59.94,
7851,2488,20230605,20250604,Fan,Monthly,Cancelled,5.99,0.0,143.76,Price
7852,2525,20230807,20250806,Family,Annual,Cancelled,14.99,0.0,359.76,Low Usage
7853,2562,20240906,20250305,Premium,Monthly,Cancelled,9.99,0.0,59.94,Low Usage
7854,2599,20230704,20231231,Fan,Monthly,Cancelled,5.99,0.0,35.94,Price
7855,2636,20231227,,Family,Monthly,Active,14.99,0.0,359.76,
7856,2673,20250515,,Premium,Annual,Active,9.99,0.0,69.93,
7857,2710,20240726,20241024,Fan,Monthly,Cancelled,5.99,1.2,14.37,Price
7858,2747,20240308,20240407,Family,Monthly,Cancelled,14.99,0.0,14.99,Low Usage
7859,2784,20230125,20230425,Premium,Monthly,Cancelled,9.99,0.0,29.97,Low Usage
7860,2821,20230405,,Fan,Annual,Active,5.99,0.0,35.94,
7861,2858,20231028,20240126,Family,Monthly,Cancelled,14.99,0.0,44.97,Low Usage
7862,2895,20240113,20250112,Premium,Monthly,Cancelled,9.99,0.0,119.88,Low Usage
7863,2932,20250108,20250207,Fan,Monthly,Cancelled,5.99,0.0,5.99,Price
7864,2969,20231126,20240524,Family,Annual,Cancelled,14.99,0.0,89.94,Low Usage
7865,3006,20240916,,Premium,Monthly,Active,9.99,0.0,149.85,
7866,3043,20250415,20250515,Fan,Monthly,Cancelled,5.99,1.2,4.79,Price
7867,3080,20231006,20240403,Family,Monthly,Cancelled,14.99,0.0,89.94,Low Usage
7868,3117,20250517,20251113,Premium,Annual,Cancelled,9.99,0.0,59.94,Low Usage
7869,3154,20241108,20241208,Fan,Monthly,Cancelled,5.99,0.0,5.99,Price
7870,3191,20241121,,Family,Monthly,Active,14.99,0.0,14.99,
7871,3228,20240502,20240601,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
7872,3265,20240822,20240921,Fan,Annual,Cancelled,5.99,0.0,5.99,Price
7873,3302,20241116,20251116,Family,Monthly,Cancelled,14.99,0.0,179.88,Low Usage
7874,3339,20241121,20241221,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
7875,3376,20230316,,Fan,Monthly,Active,5.99,1.2,14.37,
7876,3413,20240803,,Family,Annual,Active,14.99,0.0,254.83,
7877,3450,20250624,20251221,Premium,Monthly,Cancelled,9.99,0.0,59.94,Low Usage
7878,3487,20250329,20250627,Fan,Monthly,Cancelled,5.99,0.0,17.97,Price
7879,3524,20230301,20250228,Family,Monthly,Cancelled,14.99,0.0,359.76,Low Usage
7880,3561,20230610,,Premium,Annual,Active,9.99,0.0,29.97,
7881,3598,20250123,,Fan,Monthly,Active,5.99,0.0,65.89,
7882,3635,20250618,20250718,Family,Monthly,Cancelled,14.99,0.0,14.99,Low Usage
7883,3672,20250509,20251105,Premium,Monthly,Cancelled,9.99,0.0,59.94,Low Usage
7884,3709,20241022,20250120,Fan,Annual,Cancelled,5.99,1.2,14.37,Price
7885,3746,20230613,,Family,Monthly,Active,14.99,0.0,359.76,
7886,3783,20250921,20251021,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
7887,3820,20250924,,Fan,Monthly,Active,5.99,0.0,17.97,
7888,3857,20240610,,Family,Annual,Active,14.99,0.0,284.81,
7889,3894,20240906,,Premium,Monthly,Active,9.99,0.0,159.84,
7890,3931,20230620,,Fan,Monthly,Active,5.99,0.0,71.88,
7891,3968,20240421,20250421,Family,Monthly,Cancelled,14.99,0.0,179.88,Low Usage
7892,4005,20230819,20230918,Premium,Annual,Cancelled,9.99,0.0,9.99,Low Usage
7893,4042,20241005,20241104,Fan,Monthly,Cancelled,5.99,1.2,4.79,Price
7894,4079,20250726,,Family,Monthly,Active,14.99,0.0,74.95,
7895,4116,20240608,,Premium,Monthly,Active,9.99,0.0,9.99,
7896,4153,20240423,20240523,Fan,Annual,Cancelled,5.99,0.0,5.99,Price
7897,4190,20250601,,Family,Monthly,Active,14.99,0.0,104.93,
7898,4227,20251103,,Premium,Monthly,Active,9.99,0.0,9.99,
7899,4264,20240315,20240613,Fan,Monthly,Cancelled,5.99,0.0,17.97,Price
7900,4301,20250913,,Family,Annual,Active,14.99,0.0,44.97,
7901,4338,20240324,20250324,Premium,Monthly,Cancelled,9.99,0.0,119.88,Low Usage
7902,4375,20250509,20250608,Fan,Monthly,Cancelled,5.99,1.2,4.79,Price
7903,4412,20250125,20250224,Family,Monthly,Cancelled,14.99,0.0,14.99,Low Usage
7904,4449,20240326,20250326,Premium,Annual,Cancelled,9.99,0.0,119.88,Low Usage
7905,4486,20230505,,Fan,Monthly,Active,5.99,0.0,71.88,
7906,4523,20240319,20240418,Family,Monthly,Cancelled,14.99,0.0,14.99,Low Usage
7907,4560,20230825,20231123,Premium,Monthly,Cancelled,9.99,0.0,29.97,Low Usage
7908,4597,20240828,20241126,Fan,Annual,Cancelled,5.99,0.0,17.97,Price
7909,4634,20231030,20240128,Family,Monthly,Cancelled,14.99,0.0,44.97,Low Usage
7910,4671,20250212,,Premium,Monthly,Active,9.99,0.0,99.9,
7911,4708,20240322,20240620,Fan,Monthly,Cancelled,5.99,1.2,14.37,Price
7912,4745,20240302,,Family,Annual,Active,14.99,0.0,329.78,
7913,4782,20230805,20240201,Premium,Monthly,Cancelled,9.99,0.0,59.94,Low Usage
7914,4819,20251025,,Fan,Monthly,Active,5.99,0.0,11.98,
7915,4856,20240925,,Family,Monthly,Active,14.99,0.0,89.94,
7916,4893,20250525,,Premium,Annual,Active,9.99,0.0,69.93,
7917,4930,20250915,,Fan,Monthly,Active,5.99,0.0,17.97,
7918,4967,20240303,,Family,Monthly,Active,14.99,0.0,329.78,
7919,5004,20241019,20250117,Premium,Monthly,Cancelled,9.99,0.0,29.97,Low Usage
7920,5041,20251101,,Fan,Annual,Active,5.99,1.2,9.58,
7921,5078,20230914,20250913,Family,Monthly,Cancelled,14.99,0.0,359.76,Low Usage
7922,5115,20250824,,Premium,Monthly,Active,9.99,0.0,39.96,
7923,5152,20230615,20230715,Fan,Monthly,Cancelled,5.99,0.0,5.99,Price
7924,5189,20241216,20250316,Family,Annual,Cancelled,14.99,0.0,44.97,Low Usage
7925,5226,20240926,,Premium,Monthly,Active,9.99,0.0,59.94,
7926,5263,20241214,20250612,Fan,Monthly,Cancelled,5.99,0.0,35.94,Price
7927,5300,20250718,20250817,Family,Monthly,Cancelled,14.99,0.0,14.99,Low Usage
7928,5337,20250909,,Premium,Annual,Active,9.99,0.0,29.97,
7929,5374,20240723,20241021,Fan,Monthly,Cancelled,5.99,1.2,14.37,Price
7930,5411,20241010,,Family,Monthly,Active,14.99,0.0,179.88,
7931,5448,20230523,20230821,Premium,Monthly,Cancelled,9.99,0.0,29.97,Low Usage
7932,5485,20240120,20250119,Fan,Annual,Cancelled,5.99,0.0,71.88,Price
7933,5522,20250122,,Family,Monthly,Active,14.99,0.0,164.89,
7934,5559,20250216,,Premium,Monthly,Active,9.99,0.0,99.9,
7935,5596,20240816,,Fan,Monthly,Active,5.99,0.0,71.88,
7936,5633,20250821,20251119,Family,Annual,Cancelled,14.99,0.0,44.97,Low Usage
7937,5670,20230311,20230609,Premium,Monthly,Cancelled,9.99,0.0,29.97,Low Usage
7938,5707,20240720,20241018,Fan,Monthly,Cancelled,5.99,1.2,14.37,Price
7939,5744,20251111,,Family,Monthly,Active,14.99,0.0,14.99,
7940,5781,20250312,,Premium,Annual,Active,9.99,0.0,9.99,
7941,5818,20250408,,Fan,Monthly,Active,5.99,0.0,47.92,
7942,5855,20241102,20251102,Family,Monthly,Cancelled,14.99,0.0,179.88,Low Usage
7943,5892,20250205,20250307,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
7944,5929,20250902,,Fan,Annual,Active,5.99,0.0,23.96,
7945,5966,20240304,,Family,Monthly,Active,14.99,0.0,89.94,
7946,3,20241203,20250102,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
7947,40,20230826,20240825,Fan,Monthly,Cancelled,5.99,1.2,57.48,Price
7948,77,20251029,,Family,Annual,Active,14.99,0.0,29.98,
7949,114,20240331,20250331,Premium,Monthly,Cancelled,9.99,0.0,119.88,Low Usage
7950,151,20230522,,Fan,Monthly,Active,5.99,0.0,71.88,
7951,188,20250330,,Family,Monthly,Active,14.99,0.0,134.91,
7952,225,20250514,20250613,Premium,Annual,Cancelled,9.99,0.0,9.99,Low Usage
7953,262,20250820,,Fan,Monthly,Active,5.99,0.0,23.96,
7954,299,20230305,20230404,Family,Monthly,Cancelled,14.99,0.0,14.99,Low Usage
7955,336,20231208,,Premium,Monthly,Active,9.99,0.0,239.76,
7956,373,20251003,,Fan,Annual,Active,5.99,1.2,14.37,
7957,410,20230825,20231123,Family,Monthly,Cancelled,14.99,0.0,44.97,Low Usage
7958,447,20241230,20250129,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
7959,484,20251016,,Fan,Monthly,Active,5.99,0.0,11.98,
7960,521,20230331,,Family,Annual,Active,14.99,0.0,359.76,
7961,558,20240410,20241007,Premium,Monthly,Cancelled,9.99,0.0,59.94,Low Usage
7962,595,20240307,20250307,Fan,Monthly,Cancelled,5.99,0.0,71.88,Price
7963,632,20230628,20230728,Family,Monthly,Cancelled,14.99,0.0,14.99,Low Usage
7964,669,20250127,20250427,Premium,Annual,Cancelled,9.99,0.0,29.97,Low Usage
7965,706,20240626,,Fan,Monthly,Active,5.99,1.2,28.74,
7966,743,20230427,20230726,Family,Monthly,Cancelled,14.99,0.0,44.97,Low Usage
7967,780,20251011,20251110,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
7968,817,20230525,20240524,Fan,Annual,Cancelled,5.99,0.0,71.88,Price
7969,854,20230110,20230410,Family,Monthly,Cancelled,14.99,0.0,44.97,Low Usage
7970,891,20250828,,Premium,Monthly,Active,9.99,0.0,29.97,
7971,928,20231005,20240103,Fan,Monthly,Cancelled,5.99,0.0,17.97,Price
7972,965,20250910,,Family,Annual,Active,14.99,0.0,44.97,
7973,1002,20250318,,Premium,Monthly,Active,9.99,0.0,89.91,
7974,1039,20250717,,Fan,Monthly,Active,5.99,1.2,23.95,
7975,1076,20240620,,Family,Monthly,Active,14.99,0.0,179.88,
7976,1113,20250703,20250802,Premium,Annual,Cancelled,9.99,0.0,9.99,Low Usage
7977,1150,20241214,20251214,Fan,Monthly,Cancelled,5.99,0.0,71.88,Price
7978,1187,20250325,20250623,Family,Monthly,Cancelled,14.99,0.0,44.97,Low Usage
7979,1224,20230313,20230412,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
7980,1261,20250708,,Fan,Annual,Active,5.99,0.0,29.95,
7981,1298,20230606,20231203,Family,Monthly,Cancelled,14.99,0.0,89.94,Low Usage
7982,1335,20240620,20241217,Premium,Monthly,Cancelled,9.99,0.0,59.94,Low Usage
7983,1372,20230306,20240305,Fan,Monthly,Cancelled,5.99,1.2,57.48,Price
7984,1409,20240211,20240511,Family,Annual,Cancelled,14.99,0.0,44.97,Low Usage
7985,1446,20231022,,Premium,Monthly,Active,9.99,0.0,29.97,
7986,1483,20250919,20251019,Fan,Monthly,Cancelled,5.99,0.0,5.99,Price
7987,1520,20231203,20241202,Family,Monthly,Cancelled,14.99,0.0,179.88,Low Usage
7988,1557,20230608,20240607,Premium,Annual,Cancelled,9.99,0.0,119.88,Low Usage
7989,1594,20240302,20240401,Fan,Monthly,Cancelled,5.99,0.0,5.99,Price
7990,1631,20241030,,Family,Monthly,Active,14.99,0.0,44.97,
7991,1668,20230112,20230711,Premium,Monthly,Cancelled,9.99,0.0,59.94,Low Usage
7992,1705,20240514,20250514,Fan,Annual,Cancelled,5.99,1.2,57.48,Price
7993,1742,20250712,,Family,Monthly,Active,14.99,0.0,74.95,
7994,1779,20250815,,Premium,Monthly,Active,9.99,0.0,39.96,
7995,1816,20250323,,Fan,Monthly,Active,5.99,0.0,5.99,
7996,1853,20241001,20250330,Family,Annual,Cancelled,14.99,0.0,89.94,Low Usage
7997,1890,20250527,20251123,Premium,Monthly,Cancelled,9.99,0.0,59.94,Low Usage
7998,1927,20250312,,Fan,Monthly,Active,5.99,0.0,53.91,
7999,1964,20230616,20231213,Family,Monthly,Cancelled,14.99,0.0,89.94,Low Usage
8000,2001,20251115,,Premium,Annual,Active,9.99,0.0,9.99,
8001,2038,20240101,20241231,Fan,Monthly,Cancelled,5.99,1.2,57.48,Price
8002,2075,20250811,20251109,Family,Monthly,Cancelled,14.99,0.0,44.97,Low Usage
8003,2112,20250820,20251118,Premium,Monthly,Cancelled,9.99,0.0,29.97,Low Usage
8004,2149,20250625,20250725,Fan,Annual,Cancelled,5.99,0.0,5.99,Price
8005,2186,20250819,,Family,Monthly,Active,14.99,0.0,44.97,
8006,2223,20240127,,Premium,Monthly,Active,9.99,0.0,229.77,
8007,2260,20230429,20240428,Fan,Monthly,Cancelled,5.99,0.0,71.88,Price
8008,2297,20240115,20250114,Family,Annual,Cancelled,14.99,0.0,179.88,Low Usage
8009,2334,20231112,20231212,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
8010,2371,20231125,,Fan,Monthly,Active,5.99,1.2,14.37,
8011,2408,20231001,20231031,Family,Monthly,Cancelled,14.99,0.0,14.99,Low Usage
8012,2445,20241231,20250130,Premium,Annual,Cancelled,9.99,0.0,9.99,Low Usage
8013,2482,20230722,20240118,Fan,Monthly,Cancelled,5.99,0.0,35.94,Price
8014,2519,20241203,,Family,Monthly,Active,14.99,0.0,194.87,
8015,2556,20241125,,Premium,Monthly,Active,9.99,0.0,29.97,
8016,2593,20230621,20250620,Fan,Annual,Cancelled,5.99,0.0,143.76,Price
8017,2630,20240217,20240318,Family,Monthly,Cancelled,14.99,0.0,14.99,Low Usage
8018,2667,20240326,20240922,Premium,Monthly,Cancelled,9.99,0.0,59.94,Low Usage
8019,2704,20251107,,Fan,Monthly,Active,5.99,1.2,4.79,
8020,2741,20230926,,Family,Annual,Active,14.99,0.0,179.88,
8021,2778,20250530,,Premium,Monthly,Active,9.99,0.0,69.93,
8022,2815,20240307,20250307,Fan,Monthly,Cancelled,5.99,0.0,71.88,Price
8023,2852,20240114,20240413,Family,Monthly,Cancelled,14.99,0.0,44.97,Low Usage
8024,2889,20240701,20241228,Premium,Annual,Cancelled,9.99,0.0,59.94,Low Usage
8025,2926,20240814,,Fan,Monthly,Active,5.99,0.0,35.94,
8026,2963,20251115,,Family,Monthly,Active,14.99,0.0,14.99,
8027,3000,20250502,20250731,Premium,Monthly,Cancelled,9.99,0.0,29.97,Low Usage
8028,3037,20230824,20240823,Fan,Annual,Cancelled,5.99,1.2,57.48,Price
8029,3074,20250111,20250411,Family,Monthly,Cancelled,14.99,0.0,44.97,Low Usage
8030,3111,20240125,,Premium,Monthly,Active,9.99,0.0,9.99,
8031,3148,20230825,20250824,Fan,Monthly,Cancelled,5.99,0.0,143.76,Price
8032,3185,20240209,20250208,Family,Annual,Cancelled,14.99,0.0,179.88,Low Usage
8033,3222,20240911,20250310,Premium,Monthly,Cancelled,9.99,0.0,59.94,Low Usage
8034,3259,20250128,,Fan,Monthly,Active,5.99,0.0,65.89,
8035,3296,20230710,,Family,Monthly,Active,14.99,0.0,44.97,
8036,3333,20230721,20250720,Premium,Annual,Cancelled,9.99,0.0,239.76,Low Usage
8037,3370,20230304,20230602,Fan,Monthly,Cancelled,5.99,1.2,14.37,Price
8038,3407,20240612,20240712,Family,Monthly,Cancelled,14.99,0.0,14.99,Low Usage
8039,3444,20230828,20240224,Premium,Monthly,Cancelled,9.99,0.0,59.94,Low Usage
8040,3481,20240828,,Fan,Annual,Active,5.99,0.0,71.88,
8041,3518,20240212,20240810,Family,Monthly,Cancelled,14.99,0.0,89.94,Low Usage
8042,3555,20250129,20250429,Premium,Monthly,Cancelled,9.99,0.0,29.97,Low Usage
8043,3592,20230924,20231024,Fan,Monthly,Cancelled,5.99,0.0,5.99,Price
8044,3629,20241031,20250129,Family,Annual,Cancelled,14.99,0.0,44.97,Low Usage
8045,3666,20231230,,Premium,Monthly,Active,9.99,0.0,59.94,
8046,3703,20231103,20240201,Fan,Monthly,Cancelled,5.99,1.2,14.37,Price
8047,3740,20230725,20230824,Family,Monthly,Cancelled,14.99,0.0,14.99,Low Usage
8048,3777,20230106,20250105,Premium,Annual,Cancelled,9.99,0.0,239.76,Low Usage
8049,3814,20250415,,Fan,Monthly,Active,5.99,0.0,47.92,
8050,3851,20240912,,Family,Monthly,Active,14.99,0.0,44.97,
8051,3888,20240701,20240929,Premium,Monthly,Cancelled,9.99,0.0,29.97,Low Usage
8052,3925,20230430,20250429,Fan,Annual,Cancelled,5.99,0.0,143.76,Price
8053,3962,20231031,20240428,Family,Monthly,Cancelled,14.99,0.0,89.94,Low Usage
8054,3999,20240418,20241015,Premium,Monthly,Cancelled,9.99,0.0,59.94,Low Usage
8055,4036,20250526,,Fan,Monthly,Active,5.99,1.2,28.74,
8056,4073,20230824,20240220,Family,Annual,Cancelled,14.99,0.0,89.94,Low Usage
8057,4110,20230820,20240819,Premium,Monthly,Cancelled,9.99,0.0,119.88,Low Usage
8058,4147,20240304,20250304,Fan,Monthly,Cancelled,5.99,0.0,71.88,Price
8059,4184,20240311,20250311,Family,Monthly,Cancelled,14.99,0.0,179.88,Low Usage
8060,4221,20240730,,Premium,Annual,Active,9.99,0.0,119.88,
8061,4258,20250809,,Fan,Monthly,Active,5.99,0.0,23.96,
8062,4295,20240704,20240803,Family,Monthly,Cancelled,14.99,0.0,14.99,Low Usage
8063,4332,20231112,20240210,Premium,Monthly,Cancelled,9.99,0.0,29.97,Low Usage
8064,4369,20250322,20250421,Fan,Annual,Cancelled,5.99,1.2,4.79,Price
8065,4406,20230627,,Family,Monthly,Active,14.99,0.0,89.94,
8066,4443,20231113,20231213,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
8067,4480,20251010,20251109,Fan,Monthly,Cancelled,5.99,0.0,5.99,Price
8068,4517,20241215,,Family,Annual,Active,14.99,0.0,179.88,
8069,4554,20230710,20240106,Premium,Monthly,Cancelled,9.99,0.0,59.94,Low Usage
8070,4591,20250220,,Fan,Monthly,Active,5.99,0.0,59.9,
8071,4628,20240917,20250316,Family,Monthly,Cancelled,14.99,0.0,89.94,Low Usage
8072,4665,20241013,20251013,Premium,Annual,Cancelled,9.99,0.0,119.88,Low Usage
8073,4702,20250327,20250625,Fan,Monthly,Cancelled,5.99,1.2,14.37,Price
8074,4739,20231018,20241017,Family,Monthly,Cancelled,14.99,0.0,179.88,Low Usage
8075,4776,20230419,,Premium,Monthly,Active,9.99,0.0,119.88,
8076,4813,20241122,20241222,Fan,Annual,Cancelled,5.99,0.0,5.99,Price
8077,4850,20250812,20250911,Family,Monthly,Cancelled,14.99,0.0,14.99,Low Usage
8078,4887,20230102,20250101,Premium,Monthly,Cancelled,9.99,0.0,239.76,Low Usage
8079,4924,20250624,,Fan,Monthly,Active,5.99,0.0,35.94,
8080,4961,20240810,,Family,Annual,Active,14.99,0.0,89.94,
8081,4998,20230327,20230426,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
8082,5035,20230228,20230330,Fan,Monthly,Cancelled,5.99,1.2,4.79,Price
8083,5072,20240704,20241002,Family,Monthly,Cancelled,14.99,0.0,44.97,Low Usage
8084,5109,20231205,20251204,Premium,Annual,Cancelled,9.99,0.0,239.76,Low Usage
8085,5146,20240106,,Fan,Monthly,Active,5.99,0.0,5.99,
8086,5183,20250111,20250411,Family,Monthly,Cancelled,14.99,0.0,44.97,Low Usage
8087,5220,20230501,20240430,Premium,Monthly,Cancelled,9.99,0.0,119.88,Low Usage
8088,5257,20231212,20240609,Fan,Annual,Cancelled,5.99,0.0,35.94,Price
8089,5294,20230816,20250815,Family,Monthly,Cancelled,14.99,0.0,359.76,Low Usage
8090,5331,20231206,,Premium,Monthly,Active,9.99,0.0,29.97,
8091,5368,20230210,20230809,Fan,Monthly,Cancelled,5.99,1.2,28.74,Price
8092,5405,20231228,20240127,Family,Annual,Cancelled,14.99,0.0,14.99,Low Usage
8093,5442,20230926,20240925,Premium,Monthly,Cancelled,9.99,0.0,119.88,Low Usage
8094,5479,20230321,20240320,Fan,Monthly,Cancelled,5.99,0.0,71.88,Price
8095,5516,20241016,,Family,Monthly,Active,14.99,0.0,179.88,
8096,5553,20230520,20250519,Premium,Annual,Cancelled,9.99,0.0,239.76,Low Usage
8097,5590,20230428,20230727,Fan,Monthly,Cancelled,5.99,0.0,17.97,Price
8098,5627,20250222,20250324,Family,Monthly,Cancelled,14.99,0.0,14.99,Low Usage
8099,5664,20240821,,Premium,Monthly,Active,9.99,0.0,159.84,
8100,5701,20241115,,Fan,Annual,Active,5.99,1.2,4.79,
8101,5738,20240114,,Family,Monthly,Active,14.99,0.0,344.77,
8102,5775,20250516,,Premium,Monthly,Active,9.99,0.0,69.93,
8103,5812,20251031,,Fan,Monthly,Active,5.99,0.0,11.98,
8104,5849,20230608,20231205,Family,Annual,Cancelled,14.99,0.0,89.94,Low Usage
8105,5886,20241001,,Premium,Monthly,Active,9.99,0.0,119.88,
