watch_session_id,user_id,episode_id,subscription_id,watch_date_key,started_at,device_type,playback_region,watch_seconds,completion_pct,completed_flag,rewatch_flag,buffering_seconds
144911,4684,3845,8559,20251227,2025-12-27T18:40:07,TV,APAC,1464,0.883,0,0,4
144912,182,2271,,20230910,2023-09-10T18:42:24,Console,Europe,1421,0.8766,0,0,7
144913,1739,3645,,20250301,2025-03-01T18:44:41,Web,North America,1461,0.8991,0,0,6
144914,4087,4537,3678,20250609,2025-06-09T18:46:58,Tablet,North America,1051,0.6716,0,1,3
144915,359,1225,334,20240425,2024-04-25T18:49:15,Mobile,North America,1381,0.9907,1,0,5
144916,3240,2589,,20250619,2025-06-19T18:51:32,TV,APAC,996,0.6698,0,0,2
144917,2461,1338,,20231101,2023-11-01T18:53:49,Console,Latin America,1124,0.7483,0,0,9
144918,1383,4976,,20230730,2023-07-30T18:56:06,Web,North America,1076,0.6424,0,0,3
144919,4860,4643,5807,20240812,2024-08-12T18:58:23,Tablet,APAC,1035,0.666,0,0,9
144920,1160,5268,,20230211,2023-02-11T19:00:40,Mobile,APAC,1313,0.9669,1,0,2
144921,272,3302,,20241112,2024-11-12T19:02:57,TV,APAC,835,0.5242,0,0,10
144922,4263,5424,6926,20250510,2025-05-10T19:05:14,Console,North America,1450,0.8636,0,0,12
144923,4315,2200,,20251223,2025-12-23T19:07:31,Web,North America,879,0.6062,0,0,0
144924,36,1279,,20251119,2025-11-19T19:09:48,Tablet,APAC,1328,0.8651,0,0,20
144925,3940,1246,,20240610,2024-06-10T19:12:05,Mobile,APAC,1197,0.8023,0,1,1
144926,465,73,,20230810,2023-08-10T19:14:22,TV,Latin America,1091,0.7094,0,0,10
144927,2321,1586,1360,20240323,2024-03-23T19:16:39,Console,Latin America,1420,0.9022,1,0,0
144928,4650,3627,,20241123,2024-11-23T19:18:56,Web,Europe,908,0.5754,0,0,1
144929,2691,2704,1370,20240705,2024-07-05T19:21:13,Tablet,North America,1319,0.8097,0,0,13
144930,1038,5726,,20251109,2025-11-09T19:23:30,Mobile,Europe,890,0.5809,0,0,5
144931,1120,2746,,20231008,2023-10-08T19:25:47,TV,APAC,1360,0.8685,0,0,10
144932,874,4192,,20241204,2024-12-04T19:28:04,Console,Europe,1347,0.9635,1,0,3
144933,5578,4243,,20231009,2023-10-09T19:30:21,Web,Europe,1385,0.8716,0,0,3
144934,4369,3910,,20240126,2024-01-26T19:32:38,Tablet,Latin America,784,0.5735,0,0,1
144935,3382,915,,20241028,2024-10-28T19:34:55,Mobile,Europe,1172,0.8342,0,0,0
144936,4754,2478,,20240526,2024-05-26T19:37:12,TV,Europe,1186,0.8393,0,1,13
144937,1553,4002,4096,20230704,2023-07-04T19:39:29,Console,Latin America,1323,0.9608,1,0,1
144938,1087,4850,,20240716,2024-07-16T19:41:46,Web,North America,668,0.4963,0,0,11
144939,2031,4236,1190,20250304,2025-03-04T19:44:03,Tablet,North America,878,0.6413,0,0,8
144940,5856,3674,,20240714,2024-07-14T19:46:20,Mobile,APAC,1162,0.7262,0,0,14
144941,2752,2631,,20240205,2024-02-05T19:48:37,TV,APAC,1271,0.8926,0,0,6
144942,3340,4438,2847,20240630,2024-06-30T19:50:54,Console,APAC,1155,0.8043,0,0,0
144943,3258,537,,20230614,2023-06-14T19:53:11,Web,Europe,1160,0.746,0,0,33
144944,2285,4131,,20230901,2023-09-01T19:55:28,Tablet,Latin America,1040,0.6943,0,0,13
144945,787,5259,,20240425,2024-04-25T19:57:45,Mobile,North America,1355,0.9255,1,0,1
144946,2278,1772,1521,20230318,2023-03-18T20:00:02,TV,Europe,1288,0.8435,0,0,4
144947,1700,2719,3127,20241121,2024-11-21T20:02:19,Console,APAC,1364,0.8394,0,1,6
144948,1056,559,,20231016,2023-10-16T20:04:36,Web,APAC,613,0.3671,0,0,9
144949,454,4132,2769,20230225,2023-02-25T20:06:53,Tablet,Europe,1403,0.9261,1,0,9
144950,4326,92,2225,20251208,2025-12-08T20:09:10,Mobile,Europe,1223,0.7634,0,0,13
144951,3566,1867,745,20240831,2024-08-31T20:11:27,TV,Europe,1544,0.9723,1,0,1
144952,2231,3824,,20230421,2023-04-21T20:13:44,Console,North America,1280,0.8773,0,0,6
144953,557,4556,,20230917,2023-09-17T20:16:01,Web,Latin America,906,0.5562,0,0,4
144954,5480,5685,,20250117,2025-01-17T20:18:18,Tablet,APAC,997,0.7369,0,0,5
144955,1055,3406,5542,20231010,2023-10-10T20:20:35,Mobile,North America,886,0.6123,0,0,4
144956,5796,3991,,20250407,2025-04-07T20:22:52,TV,APAC,609,0.4203,0,0,3
144957,3289,4701,7224,20241018,2024-10-18T20:25:09,Console,Latin America,990,0.7056,0,0,7
144958,2947,4665,,20240215,2024-02-15T20:27:26,Web,North America,681,0.408,0,1,1
144959,3339,5584,7874,20241129,2024-11-29T20:29:43,Tablet,North America,877,0.6052,0,0,6
144960,876,1393,,20250923,2025-09-23T20:32:00,Mobile,APAC,895,0.6388,0,0,28
144961,3865,2455,,20231019,2023-10-19T20:34:17,TV,Latin America,1113,0.6782,0,0,0
144962,318,3010,8441,20240301,2024-03-01T20:36:34,Console,Europe,1531,0.9273,1,0,10
144963,2708,3293,,20251019,2025-10-19T20:38:51,Web,APAC,834,0.6229,0,0,6
144964,245,5713,,20241203,2024-12-03T20:41:08,Tablet,Latin America,1211,0.7247,0,0,5
144965,2608,2407,,20250131,2025-01-31T20:43:25,Mobile,APAC,657,0.4101,0,0,10
144966,3747,4766,,20230513,2023-05-13T20:45:42,TV,North America,477,0.324,0,0,12
144967,209,2189,,20240730,2024-07-30T20:47:59,Console,Latin America,526,0.3456,0,0,8
144968,3366,3937,,20240719,2024-07-19T20:50:16,Web,Europe,1063,0.6373,0,0,11
144969,3293,5427,,20240702,2024-07-02T20:52:33,Tablet,Latin America,1429,0.9714,1,1,30
144970,636,4993,5855,20250303,2025-03-03T20:54:50,Mobile,APAC,1374,0.9502,1,0,11
144971,2168,916,2491,20251121,2025-11-21T20:57:07,TV,APAC,635,0.4466,0,0,9
144972,1997,2232,,20241005,2024-10-05T20:59:24,Console,Latin America,568,0.3848,0,0,2
144973,4829,5552,5644,20250322,2025-03-22T21:01:41,Web,Latin America,370,0.26,0,0,2
144974,5160,742,,20230715,2023-07-15T21:03:58,Tablet,APAC,1516,0.9062,1,0,4
144975,37,5395,5028,20230522,2023-05-22T21:06:15,Mobile,Latin America,911,0.6304,0,0,13
144976,3857,3201,,20230108,2023-01-08T21:08:32,TV,Latin America,1013,0.7084,0,0,0
144977,4931,288,2890,20241218,2024-12-18T21:10:49,Console,North America,1301,0.8874,0,0,1
144978,4208,2374,,20231205,2023-12-05T21:13:06,Web,APAC,1159,0.7434,0,0,2
144979,5075,2347,,20240416,2024-04-16T21:15:23,Tablet,North America,827,0.5111,0,0,0
144980,4899,5700,,20251024,2025-10-24T21:17:40,Mobile,North America,1243,0.9214,1,1,4
144981,2197,912,,20241120,2024-11-20T21:19:57,TV,Latin America,741,0.4594,0,0,4
144982,1011,4259,,20230611,2023-06-11T21:22:14,Console,North America,1021,0.6373,0,0,9
144983,1790,1365,,20241022,2024-10-22T21:24:31,Web,Europe,1209,0.8378,0,0,28
144984,1768,3463,,20230616,2023-06-16T21:26:48,Tablet,APAC,944,0.6841,0,0,10
144985,5911,3504,,20230309,2023-03-09T21:29:05,Mobile,North America,876,0.5619,0,0,32
144986,1853,5636,,20230626,2023-06-26T21:31:22,TV,Latin America,1435,0.866,0,0,1
144987,5732,4785,,20240705,2024-07-05T21:33:39,Console,APAC,1204,0.7355,0,0,0
144988,4991,5367,,20240517,2024-05-17T21:35:56,Web,North America,1068,0.7182,0,0,2
144989,862,330,3753,20240620,2024-06-20T21:38:13,Tablet,Europe,911,0.6493,0,0,4
144990,5107,4760,,20240427,2024-04-27T21:40:30,Mobile,North America,541,0.3949,0,0,6
144991,5938,2433,,20251202,2025-12-02T21:42:47,TV,Europe,1398,0.9161,1,1,22
144992,4115,92,,20240925,2024-09-25T21:45:04,Console,North America,1079,0.6735,0,0,1
144993,3231,4557,,20230908,2023-09-08T21:47:21,Web,North America,1283,0.7795,0,0,7
144994,5707,4168,,20241025,2024-10-25T21:49:38,Tablet,North America,1560,0.9695,1,0,0
144995,3848,3886,,20230515,2023-05-15T21:51:55,Mobile,APAC,1308,0.8856,0,0,1
144996,265,2238,,20240613,2024-06-13T21:54:12,TV,Latin America,1484,0.9404,1,0,1
144997,2769,4014,5264,20241008,2024-10-08T21:56:29,Console,Latin America,1331,0.8419,0,0,5
144998,4914,2225,,20230501,2023-05-01T21:58:46,Web,Europe,974,0.7178,0,0,12
144999,4340,4370,,20250326,2025-03-26T22:01:03,Tablet,APAC,1453,0.8669,0,0,0
145000,3156,1835,,20240821,2024-08-21T22:03:20,Mobile,APAC,476,0.3047,0,0,2
145001,1234,3168,,20240917,2024-09-17T22:05:37,TV,Europe,1070,0.6501,0,0,30
145002,5848,3076,1131,20251006,2025-10-06T22:07:54,Console,APAC,987,0.7168,0,1,1
145003,4015,4894,,20250405,2025-04-05T22:10:11,Web,North America,496,0.3147,0,0,2
145004,5037,2179,,20250911,2025-09-11T22:12:28,Tablet,Latin America,1332,0.9852,1,0,1
145005,1779,3330,7994,20251212,2025-12-12T22:14:45,Mobile,North America,1258,0.8111,0,0,2
145006,3922,2632,,20250714,2025-07-14T22:17:02,TV,Europe,841,0.5836,0,0,3
145007,5121,744,,20250306,2025-03-06T22:19:19,Console,Latin America,813,0.6036,0,0,4
145008,2463,1840,,20240719,2024-07-19T22:21:36,Web,North America,542,0.3291,0,0,0
145009,3402,2398,,20250615,2025-06-15T22:23:53,Tablet,Europe,1097,0.8138,0,0,7
145010,2766,1002,,20230605,2023-06-05T22:26:10,Mobile,Europe,991,0.6237,0,0,8
145011,2150,3411,,20240907,2024-09-07T22:28:27,TV,Europe,464,0.2841,0,0,23
145012,5088,1622,,20230824,2023-08-24T22:30:44,Console,APAC,1557,0.9335,1,0,6
145013,1509,3179,3284,20250817,2025-08-17T22:33:01,Web,Latin America,1369,0.8698,0,1,2
145014,2379,1111,,20240806,2024-08-06T22:35:18,Tablet,North America,843,0.5175,0,0,7
145015,3051,581,,20240515,2024-05-15T22:37:35,Mobile,North America,943,0.618,0,0,0
145016,2364,92,,20240803,2024-08-03T22:39:52,TV,APAC,1323,0.8258,0,0,11
145017,5299,4499,,20241124,2024-11-24T22:42:09,Console,North America,1433,0.9972,1,0,4
145018,5204,4432,,20240714,2024-07-14T22:44:26,Web,APAC,862,0.5411,0,0,1
145019,2212,362,,20231023,2023-10-23T22:46:43,Tablet,APAC,929,0.6501,0,0,1
145020,3209,1661,,20241011,2024-10-11T22:49:00,Mobile,Latin America,881,0.6063,0,0,8
145021,4554,1965,,20240119,2024-01-19T22:51:17,TV,Europe,990,0.7388,0,0,0
145022,5872,1718,483,20251006,2025-10-06T22:53:34,Console,APAC,1368,0.987,1,0,5
145023,4268,4451,,20250625,2025-06-25T22:55:51,Web,APAC,1182,0.8455,0,0,8
145024,1626,3543,,20230701,2023-07-01T22:58:08,Tablet,Europe,914,0.6325,0,1,5
145025,925,3722,,20240515,2024-05-15T23:00:25,Mobile,Latin America,977,0.5961,0,0,3
145026,1485,1485,,20240721,2024-07-21T23:02:42,TV,Latin America,1095,0.6557,0,0,45
145027,3814,3049,2049,20250620,2025-06-20T23:04:59,Console,Europe,810,0.5641,0,0,2
145028,1113,2289,,20241108,2024-11-08T23:07:16,Web,Latin America,772,0.5479,0,0,1
145029,42,2069,,20240216,2024-02-16T23:09:33,Tablet,Europe,1253,0.7571,0,0,4
145030,2528,3930,,20230424,2023-04-24T23:11:50,Mobile,APAC,1444,0.9972,1,0,5
145031,1122,1875,,20251206,2025-12-06T23:14:07,TV,Europe,1376,0.9392,1,0,1
145032,3763,2226,,20230318,2023-03-18T23:16:24,Console,North America,1296,0.9432,1,0,36
145033,90,5540,8597,20250626,2025-06-26T23:18:41,Web,Europe,873,0.5529,0,0,13
145034,5587,3099,,20250714,2025-07-14T23:20:58,Tablet,North America,1214,0.8045,0,0,14
145035,3093,5725,2516,20250107,2025-01-07T23:23:15,Mobile,Latin America,966,0.6376,0,1,14
145036,1764,513,,20241124,2024-11-24T23:25:32,TV,APAC,823,0.5853,0,0,2
145037,4753,138,,20250711,2025-07-11T23:27:49,Console,Latin America,510,0.3174,0,0,3
145038,5546,4675,7285,20240922,2024-09-22T23:30:06,Web,Europe,1209,0.7652,0,0,1
145039,4836,1351,455,20240831,2024-08-31T23:32:23,Tablet,APAC,1139,0.778,0,0,2
145040,3225,5140,,20250428,2025-04-28T23:34:40,Mobile,Latin America,1196,0.741,0,0,2
145041,223,4337,,20240401,2024-04-01T23:36:57,TV,North America,1614,0.9884,1,0,7
145042,4306,1058,765,20241209,2024-12-09T23:39:14,Console,Europe,1204,0.8,0,0,1
145043,4140,4490,,20230221,2023-02-21T23:41:31,Web,APAC,1522,0.9864,1,0,1
145044,1578,1158,,20250309,2025-03-09T23:43:48,Tablet,Europe,1236,0.7486,0,0,2
145045,113,3094,,20250422,2025-04-22T23:46:05,Mobile,Latin America,1418,0.9958,1,0,0
145046,1040,4139,,20250104,2025-01-04T23:48:22,TV,APAC,1125,0.6885,0,1,3
145047,1125,5027,,20230122,2023-01-22T23:50:39,Console,Latin America,1146,0.761,0,0,1
145048,2954,3132,,20240521,2024-05-21T23:52:56,Web,Europe,1149,0.7403,0,0,3
145049,5725,882,1452,20250919,2025-09-19T23:55:13,Tablet,Latin America,606,0.4449,0,0,7
145050,1524,5081,5879,20231223,2023-12-23T23:57:30,Mobile,APAC,383,0.2325,0,0,0
145051,4209,688,2384,20230721,2023-07-21T23:59:47,TV,Latin America,1185,0.8281,0,0,0
145052,2913,1937,,20250306,2025-03-06T00:02:04,Console,Latin America,887,0.5981,0,0,2
145053,162,1759,653,20240618,2024-06-18T00:04:21,Web,Europe,1085,0.6933,0,0,9
145054,3570,5085,,20230314,2023-03-14T00:06:38,Tablet,Europe,1108,0.8177,0,0,17
145055,358,4235,,20241014,2024-10-14T00:08:55,Mobile,Europe,1333,0.9859,1,0,35
145056,3405,5594,,20240608,2024-06-08T00:11:12,TV,Latin America,602,0.4426,0,0,2
145057,5954,380,2269,20250524,2025-05-24T00:13:29,Console,Europe,1395,0.9451,1,1,1
145058,303,4614,,20241215,2024-12-15T00:15:46,Web,North America,1459,0.924,1,0,25
145059,2481,206,,20240324,2024-03-24T00:18:03,Tablet,Latin America,1242,0.9086,1,0,6
145060,5938,2403,,20230404,2023-04-04T00:20:20,Mobile,Europe,1252,0.8162,0,0,8
145061,5506,2254,,20240829,2024-08-29T00:22:37,TV,Europe,814,0.5116,0,0,3
145062,2137,4493,,20240712,2024-07-12T00:24:54,Console,Latin America,455,0.2854,0,0,4
145063,1069,4014,,20230902,2023-09-02T00:27:11,Web,Latin America,1163,0.7356,0,0,5
145064,5718,4454,,20240419,2024-04-19T00:29:28,Tablet,Europe,1212,0.8364,0,0,3
145065,4054,1391,,20230707,2023-07-07T00:31:45,Mobile,Europe,1605,0.9871,1,0,4
145066,2272,631,1683,20240308,2024-03-08T00:34:02,TV,APAC,1411,0.8824,0,0,18
145067,2313,1271,,20241226,2024-12-26T00:36:19,Console,Latin America,331,0.2366,0,0,9
145068,1846,1524,,20250328,2025-03-28T00:38:36,Web,Europe,427,0.2744,0,1,15
145069,2466,5248,,20240901,2024-09-01T00:40:53,Tablet,Europe,1284,0.8359,0,0,1
145070,5164,2618,,20230410,2023-04-10T00:43:10,Mobile,APAC,1424,0.974,1,0,13
145071,4208,5696,,20240725,2024-07-25T00:45:27,TV,APAC,1311,0.8513,0,0,16
145072,4860,4309,,20250924,2025-09-24T00:47:44,Console,APAC,1030,0.6149,0,0,3
145073,1242,2451,,20231101,2023-11-01T00:50:01,Web,Europe,566,0.3598,0,0,8
145074,199,1884,,20230109,2023-01-09T00:52:18,Tablet,North America,1501,0.9277,1,0,7
145075,2278,3855,,20240301,2024-03-01T00:54:35,Mobile,Europe,1081,0.7364,0,0,6
145076,1318,382,,20250518,2025-05-18T00:56:52,TV,Europe,1089,0.7212,0,0,4
145077,662,2439,,20230409,2023-04-09T00:59:09,Console,Europe,562,0.3452,0,0,7
145078,885,2359,,20240507,2024-05-07T01:01:26,Web,Latin America,1191,0.762,0,0,6
145079,4298,1689,,20250921,2025-09-21T01:03:43,Tablet,Europe,968,0.686,0,1,11
145080,1561,1296,,20230818,2023-08-18T01:06:00,Mobile,Latin America,1421,0.908,1,0,5
145081,1411,4959,3930,20250507,2025-05-07T01:08:17,TV,North America,373,0.2267,0,0,6
145082,3130,1778,,20231231,2023-12-31T01:10:34,Console,Europe,810,0.5912,0,0,6
145083,1342,5597,,20241007,2024-10-07T01:12:51,Web,Europe,1236,0.876,0,0,0
145084,3154,201,,20241226,2024-12-26T01:15:08,Tablet,Europe,1300,0.7917,0,0,13
145085,4804,2229,,20240604,2024-06-04T01:17:25,Mobile,APAC,1267,0.8891,0,0,4
145086,4032,3020,,20230429,2023-04-29T01:19:42,TV,APAC,1401,0.9589,1,0,1
145087,2575,4395,2502,20250726,2025-07-26T01:21:59,Console,North America,1281,0.8644,0,0,11
145088,2382,3874,,20250207,2025-02-07T01:24:16,Web,Europe,648,0.3968,0,0,9
145089,1325,3789,,20251013,2025-10-13T01:26:33,Tablet,Latin America,1027,0.7431,0,0,26
145090,3418,239,6741,20250115,2025-01-15T01:28:50,Mobile,Europe,1264,0.8965,0,1,3
145091,4733,4749,2236,20250309,2025-03-09T01:31:07,TV,Latin America,1299,0.9008,1,0,9
145092,733,5457,,20240224,2024-02-24T01:33:24,Console,Latin America,1027,0.702,0,0,21
145093,5277,4368,,20231208,2023-12-08T01:35:41,Web,Latin America,1029,0.6677,0,0,1
145094,2758,2243,,20230130,2023-01-30T01:37:58,Tablet,Europe,1368,0.9744,1,0,3
145095,4026,5581,,20250414,2025-04-14T01:40:15,Mobile,Europe,286,0.2046,0,0,4
145096,5879,3198,,20230312,2023-03-12T01:42:32,TV,North America,1196,0.7302,0,0,1
145097,5974,621,,20231031,2023-10-31T01:44:49,Console,Europe,539,0.4059,0,0,3
145098,3734,1896,,20240701,2024-07-01T01:47:06,Web,Europe,674,0.4312,0,0,2
145099,4619,3878,,20230521,2023-05-21T01:49:23,Tablet,North America,1293,0.9642,1,0,9
145100,1063,1967,,20231226,2023-12-26T01:51:40,Mobile,North America,991,0.7213,0,0,1
145101,100,5185,,20250518,2025-05-18T01:53:57,TV,APAC,342,0.2135,0,1,1
145102,3416,1701,4795,20230428,2023-04-28T01:56:14,Console,APAC,466,0.3437,0,0,33
145103,3236,628,3655,20250710,2025-07-10T01:58:31,Web,APAC,1396,0.9018,1,0,0
145104,4248,2386,,20231225,2023-12-25T02:00:48,Tablet,APAC,1279,0.8504,0,0,6
145105,5264,5152,2899,20251117,2025-11-17T02:03:05,Mobile,APAC,418,0.2867,0,0,11
145106,2421,3804,2660,20250704,2025-07-04T02:05:22,TV,Latin America,621,0.4507,0,0,26
145107,3160,3199,7707,20241210,2024-12-10T02:07:39,Console,APAC,1235,0.7462,0,0,1
145108,2779,5092,,20250531,2025-05-31T02:09:56,Web,North America,1133,0.7194,0,0,2
145109,3874,3124,429,20241216,2024-12-16T02:12:13,Tablet,Europe,383,0.2705,0,0,10
145110,1799,1995,3454,20231121,2023-11-21T02:14:30,Mobile,North America,784,0.5886,0,0,11
145111,3901,2565,8700,20240304,2024-03-04T02:16:47,TV,Latin America,1236,0.9238,1,0,2
145112,5038,5071,,20250916,2025-09-16T02:19:04,Console,Europe,431,0.3132,0,1,3
145113,1522,5090,,20250131,2025-01-31T02:21:21,Web,Europe,1096,0.7112,0,0,7
145114,5334,3226,,20250629,2025-06-29T02:23:38,Tablet,Europe,1494,0.9361,1,0,12
145115,4609,1435,,20240205,2024-02-05T02:25:55,Mobile,Latin America,1560,0.9768,1,0,0
145116,1409,4136,,20231020,2023-10-20T02:28:12,TV,Latin America,1233,0.7789,0,0,9
145117,472,5640,8283,20251128,2025-11-28T02:30:29,Console,APAC,1035,0.7582,0,0,1
145118,3065,2034,,20230420,2023-04-20T02:32:46,Web,Latin America,1138,0.7212,0,0,0
145119,4329,3800,5144,20250610,2025-06-10T02:35:03,Tablet,Latin America,1349,0.8078,0,0,3
145120,2176,5528,,20251030,2025-10-30T02:37:20,Mobile,APAC,1394,0.8531,0,0,10
145121,3049,3908,7704,20231113,2023-11-13T02:39:37,TV,Latin America,1038,0.7787,0,0,14
145122,23,4718,,20240710,2024-07-10T02:41:54,Console,North America,1177,0.8214,0,0,1
145123,4062,2302,3353,20230622,2023-06-22T02:44:11,Web,Europe,1584,0.9718,1,1,23
145124,993,269,,20241003,2024-10-03T02:46:28,Tablet,Latin America,1190,0.8488,0,0,14
145125,962,1623,,20251028,2025-10-28T02:48:45,Mobile,Europe,968,0.7306,0,0,12
145126,220,4891,,20240228,2024-02-28T02:51:02,TV,APAC,1349,0.8846,0,0,7
145127,2538,4254,2501,20250810,2025-08-10T02:53:19,Console,Europe,974,0.6879,0,0,6
145128,5433,877,,20241002,2024-10-02T02:55:36,Web,Latin America,1223,0.7962,0,0,15
145129,1546,4472,3285,20250925,2025-09-25T02:57:53,Tablet,Europe,746,0.4987,0,0,0
145130,4882,2569,,20230131,2023-01-31T03:00:10,Mobile,Europe,1104,0.7852,0,0,0
145131,5991,2529,,20230624,2023-06-24T03:02:27,TV,North America,664,0.414,0,0,3
145132,4731,676,,20250409,2025-04-09T03:04:44,Console,North America,981,0.6181,0,0,8
145133,590,1222,,20230104,2023-01-04T03:07:01,Web,Europe,1123,0.8362,0,0,9
145134,5402,4190,5173,20240903,2024-09-03T03:09:18,Tablet,Europe,1119,0.8204,0,1,5
145135,5184,5346,,20230806,2023-08-06T03:11:35,Mobile,APAC,1197,0.8618,0,0,3
145136,3926,4325,,20240909,2024-09-09T03:13:52,TV,Europe,1019,0.7673,0,0,21
145137,5368,5296,8091,20230802,2023-08-02T03:16:09,Console,APAC,1210,0.7683,0,0,7
145138,4914,4038,,20250505,2025-05-05T03:18:26,Web,Europe,903,0.6139,0,0,4
145139,1128,5305,,20251116,2025-11-16T03:20:43,Tablet,APAC,1337,0.9101,1,0,23
145140,3980,5648,,20230210,2023-02-10T03:23:00,Mobile,APAC,843,0.5616,0,0,8
145141,5196,4084,2735,20241010,2024-10-10T03:25:17,TV,APAC,985,0.6673,0,0,2
145142,2361,1484,4280,20240515,2024-05-15T03:27:34,Console,Latin America,1426,0.8627,0,0,6
145143,4640,159,,20230818,2023-08-18T03:29:51,Web,APAC,845,0.6283,0,0,2
145144,3493,3254,,20230714,2023-07-14T03:32:08,Tablet,Latin America,1546,0.9949,1,0,0
145145,1269,358,,20250923,2025-09-23T03:34:25,Mobile,Latin America,617,0.4533,0,1,37
145146,148,5569,,20250826,2025-08-26T03:36:42,TV,APAC,1333,0.8578,0,0,12
145147,2679,1548,7694,20230807,2023-08-07T03:38:59,Console,North America,932,0.6929,0,0,6
145148,1370,3266,,20250622,2025-06-22T03:41:16,Web,Europe,558,0.3722,0,0,2
145149,4691,165,3370,20250715,2025-07-15T03:43:33,Tablet,North America,1428,0.9225,1,0,10
145150,5553,874,2096,20250530,2025-05-30T03:45:50,Mobile,Latin America,812,0.5468,0,0,6
145151,4444,934,,20250720,2025-07-20T03:48:07,TV,APAC,543,0.3696,0,0,2
145152,2639,1829,,20240124,2024-01-24T03:50:24,Console,North America,672,0.4603,0,0,6
145153,5129,4521,,20250630,2025-06-30T03:52:41,Web,Latin America,1311,0.8447,0,0,13
145154,1910,452,3457,20231206,2023-12-06T03:54:58,Tablet,Europe,76,0.0541,0,0,3
145155,3095,3976,,20231005,2023-10-05T03:57:15,Mobile,North America,912,0.6277,0,0,1
145156,4939,2734,,20250411,2025-04-11T03:59:32,TV,North America,868,0.5355,0,1,31
145157,1766,3776,1345,20240123,2024-01-23T04:01:49,Console,Europe,930,0.6549,0,0,10
145158,3856,4230,6915,20231113,2023-11-13T04:04:06,Web,APAC,1405,0.8636,0,0,2
145159,5986,3169,3405,20251205,2025-12-05T04:06:23,Tablet,Europe,1219,0.8682,0,0,7
145160,1215,5729,,20250306,2025-03-06T04:08:40,Mobile,North America,922,0.6964,0,0,3
145161,5835,4538,482,20231114,2023-11-14T04:10:57,TV,North America,840,0.531,0,0,1
145162,4772,5189,,20240720,2024-07-20T04:13:14,Console,APAC,1322,0.7916,0,0,16
145163,3443,2223,,20231114,2023-11-14T04:15:31,Web,North America,1121,0.7086,0,0,2
145164,2946,3109,,20250530,2025-05-30T04:17:48,Tablet,Europe,958,0.6746,0,0,4
145165,1987,3255,,20231211,2023-12-11T04:20:05,Mobile,North America,1512,0.9624,1,0,6
145166,2682,5204,,20251225,2025-12-25T04:22:22,TV,Europe,1548,0.9292,1,0,8
145167,2452,3237,,20230405,2023-04-05T04:24:39,Console,APAC,1253,0.8222,0,1,3
145168,965,1964,,20240406,2024-04-06T04:26:56,Web,Latin America,418,0.3159,0,0,1
145169,3376,3462,1875,20251120,2025-11-20T04:29:13,Tablet,APAC,1214,0.8907,0,0,26
145170,5441,229,,20230717,2023-07-17T04:31:30,Mobile,Latin America,665,0.4156,0,0,2
145171,4850,1566,2077,20250929,2025-09-29T04:33:47,TV,Europe,806,0.579,0,0,20
145172,3731,443,,20231223,2023-12-23T04:36:04,Console,North America,1131,0.7485,0,0,4
145173,5338,5005,,20251002,2025-10-02T04:38:21,Web,Europe,1343,0.8139,0,0,10
145174,3329,119,4144,20240929,2024-09-29T04:40:38,Tablet,Latin America,1223,0.7926,0,0,8
145175,174,5052,,20250706,2025-07-06T04:42:55,Mobile,Europe,1247,0.7458,0,0,5
145176,4700,4691,,20241105,2024-11-05T04:45:12,TV,APAC,1461,0.9171,1,0,5
145177,5196,2729,2735,20251024,2025-10-24T04:47:29,Console,APAC,956,0.6224,0,0,0
145178,4271,2930,8710,20241031,2024-10-31T04:49:46,Web,North America,945,0.5958,0,1,2
145179,2310,4420,,20241210,2024-12-10T04:52:03,Tablet,Europe,1321,0.951,1,0,6
145180,3904,1003,,20240827,2024-08-27T04:54:20,Mobile,APAC,1210,0.7534,0,0,8
145181,1779,90,7994,20251025,2025-10-25T04:56:37,TV,North America,840,0.5357,0,0,3
145182,4516,1019,,20240807,2024-08-07T04:58:54,Console,APAC,857,0.5293,0,0,4
145183,2288,996,,20231102,2023-11-02T05:01:11,Web,APAC,1038,0.698,0,0,9
145184,2382,4883,,20230329,2023-03-29T05:03:28,Tablet,Europe,908,0.6537,0,0,2
145185,1100,4448,,20230525,2023-05-25T05:05:45,Mobile,APAC,852,0.5305,0,0,20
145186,2100,4747,,20240831,2024-08-31T05:08:02,TV,APAC,1330,0.9446,1,0,0
145187,150,3094,977,20231216,2023-12-16T05:10:19,Console,Europe,548,0.3848,0,0,5
145188,3698,5536,,20240902,2024-09-02T05:12:36,Web,Europe,1048,0.7433,0,0,3
145189,5911,3433,2430,20240614,2024-06-14T05:14:53,Tablet,North America,604,0.4352,0,1,1
145190,5254,4340,,20240725,2024-07-25T05:17:10,Mobile,Europe,931,0.7032,0,0,1
145191,4589,1690,,20240224,2024-02-24T05:19:27,TV,Latin America,1052,0.7367,0,0,0
145192,4054,3633,,20230502,2023-05-02T05:21:44,Console,Europe,801,0.5637,0,0,4
145193,5198,3437,,20240811,2024-08-11T05:24:01,Web,Europe,891,0.612,0,0,0
145194,2065,2229,,20230329,2023-03-29T05:26:18,Tablet,Latin America,814,0.5712,0,0,0
145195,244,5297,,20230521,2023-05-21T05:28:35,Mobile,APAC,1176,0.8822,0,0,2
145196,3512,3072,,20241205,2024-12-05T05:30:52,TV,APAC,687,0.4381,0,0,15
