impression_id,user_id,anime_id,watch_session_id,impression_date_key,ad_format,advertiser_industry,placement,completed_flag,clicked_flag,revenue_usd
73332,4299,253,,20231020,Pre-roll,Technology,Player,1,0,0.0301
73333,2299,133,6654,20231108,Sponsored Card,Retail,Anime Detail,1,0,0.051
73334,409,273,6695,20231127,Display,Food,Search,1,0,0.0109
73335,4930,294,6736,20231216,Mid-roll,Gaming,Home Feed,1,0,0.0546
73336,4027,217,6777,20240104,Pre-roll,Entertainment,Player,0,0,0.0124
73337,1667,122,6818,20240123,Sponsored Card,Technology,Anime Detail,1,0,0.0147
73338,,101,6859,20240211,Display,Retail,Search,1,0,0.0569
73339,5008,98,6900,20240301,Mid-roll,Food,Home Feed,1,0,0.0291
73340,5565,214,6941,20240320,Pre-roll,Gaming,Player,1,0,0.0765
73341,1520,262,,20240408,Sponsored Card,Entertainment,Anime Detail,1,0,0.0543
73342,2149,281,7023,20240427,Display,Technology,Search,1,0,0.0718
73343,503,330,7064,20240516,Mid-roll,Retail,Home Feed,1,0,0.0821
73344,1686,186,7105,20240604,Pre-roll,Food,Player,1,0,0.0046
73345,4359,116,7146,20240623,Sponsored Card,Gaming,Anime Detail,1,0,0.0666
73346,4272,189,7187,20240712,Display,Entertainment,Search,1,0,0.0741
73347,1352,232,7228,20240731,Mid-roll,Technology,Home Feed,1,0,0.0127
73348,629,283,7269,20240819,Pre-roll,Retail,Player,1,0,0.0543
73349,3343,234,7310,20240907,Sponsored Card,Food,Anime Detail,1,0,0.0477
73350,4995,271,,20240926,Display,Gaming,Search,1,0,0.083
73351,3267,143,7392,20241015,Mid-roll,Entertainment,Home Feed,1,0,0.0705
73352,5241,57,7433,20241103,Pre-roll,Technology,Player,1,0,0.0725
73353,230,57,7474,20241122,Sponsored Card,Retail,Anime Detail,1,0,0.0269
73354,5160,141,7515,20241211,Display,Food,Search,1,0,0.0268
73355,,92,7556,20241230,Mid-roll,Gaming,Home Feed,0,0,0.0183
73356,2871,296,7597,20250118,Pre-roll,Entertainment,Player,0,0,0.004
73357,1459,212,7638,20250206,Sponsored Card,Technology,Anime Detail,0,0,0.0376
73358,2976,342,7679,20250225,Display,Retail,Search,1,0,0.0037
73359,2003,280,,20250316,Mid-roll,Food,Home Feed,1,0,0.0528
73360,4331,168,7761,20250404,Pre-roll,Gaming,Player,1,0,0.0049
73361,209,127,7802,20250423,Sponsored Card,Entertainment,Anime Detail,0,0,0.0106
73362,3357,304,7843,20250512,Display,Technology,Search,1,0,0.0665
73363,1483,318,7884,20250531,Mid-roll,Retail,Home Feed,0,0,0.0535
73364,3304,122,7925,20250619,Pre-roll,Food,Player,1,0,0.0471
73365,4355,199,7966,20250708,Sponsored Card,Gaming,Anime Detail,1,0,0.0325
73366,1773,311,8007,20250727,Display,Entertainment,Search,1,0,0.0256
73367,805,131,8048,20250815,Mid-roll,Technology,Home Feed,1,0,0.0332
73368,5651,289,,20250903,Pre-roll,Retail,Player,0,0,0.084
73369,5764,94,8130,20250922,Sponsored Card,Food,Anime Detail,0,0,0.0091
73370,157,357,8171,20251011,Display,Gaming,Search,1,0,0.0324
73371,699,204,8212,20251030,Mid-roll,Entertainment,Home Feed,0,0,0.0282
73372,,155,8253,20251118,Pre-roll,Technology,Player,1,0,0.045
73373,1148,128,8294,20251207,Sponsored Card,Retail,Anime Detail,1,0,0.0744
73374,5581,144,8335,20251226,Display,Food,Search,1,0,0.047
73375,3203,176,8376,20230114,Mid-roll,Gaming,Home Feed,1,1,0.0305
73376,2113,131,8417,20230202,Pre-roll,Entertainment,Player,1,0,0.0692
73377,2394,298,,20230221,Sponsored Card,Technology,Anime Detail,1,0,0.0579
73378,3886,133,8499,20230312,Display,Retail,Search,1,0,0.0558
73379,3807,229,8540,20230331,Mid-roll,Food,Home Feed,0,0,0.0266
73380,2025,48,8581,20230419,Pre-roll,Gaming,Player,1,0,0.011
73381,4695,357,8622,20230508,Sponsored Card,Entertainment,Anime Detail,1,0,0.0102
73382,1686,5,8663,20230527,Display,Technology,Search,1,0,0.0448
73383,709,115,8704,20230615,Mid-roll,Retail,Home Feed,0,0,0.0068
73384,85,132,8745,20230704,Pre-roll,Food,Player,1,0,0.0816
73385,2016,61,8786,20230723,Sponsored Card,Gaming,Anime Detail,1,0,0.0624
73386,5512,307,,20230811,Display,Entertainment,Search,1,0,0.0389
73387,1342,223,8868,20230830,Mid-roll,Technology,Home Feed,1,0,0.0703
73388,1964,328,8909,20230918,Pre-roll,Retail,Player,1,0,0.0814
73389,,1,8950,20231007,Sponsored Card,Food,Anime Detail,1,0,0.0417
73390,808,20,8991,20231026,Display,Gaming,Search,1,0,0.0767
73391,1523,105,9032,20231114,Mid-roll,Entertainment,Home Feed,0,0,0.0589
73392,1936,270,9073,20231203,Pre-roll,Technology,Player,1,0,0.0325
73393,4663,272,9114,20231222,Sponsored Card,Retail,Anime Detail,0,0,0.0707
73394,4773,337,9155,20240110,Display,Food,Search,1,0,0.0557
73395,5132,316,,20240129,Mid-roll,Gaming,Home Feed,1,0,0.024
73396,4166,225,9237,20240217,Pre-roll,Entertainment,Player,0,0,0.0427
73397,182,305,9278,20240307,Sponsored Card,Technology,Anime Detail,1,1,0.0725
73398,5394,117,9319,20240326,Display,Retail,Search,1,0,0.0494
73399,263,130,9360,20240414,Mid-roll,Food,Home Feed,1,0,0.0254
73400,475,230,9401,20240503,Pre-roll,Gaming,Player,1,0,0.0223
73401,628,227,9442,20240522,Sponsored Card,Entertainment,Anime Detail,1,0,0.0435
73402,5642,142,9483,20240610,Display,Technology,Search,1,1,0.0241
73403,371,284,9524,20240629,Mid-roll,Retail,Home Feed,1,0,0.0135
73404,6000,325,,20240718,Pre-roll,Food,Player,0,0,0.008
73405,5939,262,9606,20240806,Sponsored Card,Gaming,Anime Detail,0,0,0.0177
73406,,9,9647,20240825,Display,Entertainment,Search,1,0,0.0126
73407,588,281,9688,20240913,Mid-roll,Technology,Home Feed,1,0,0.0213
73408,4915,254,9729,20241002,Pre-roll,Retail,Player,1,0,0.0476
73409,1389,158,9770,20241021,Sponsored Card,Food,Anime Detail,0,0,0.0114
73410,4877,116,9811,20241109,Display,Gaming,Search,1,0,0.0379
73411,4160,43,9852,20241128,Mid-roll,Entertainment,Home Feed,0,0,0.0514
73412,2376,311,9893,20241217,Pre-roll,Technology,Player,1,0,0.0469
73413,175,334,,20250105,Sponsored Card,Retail,Anime Detail,1,0,0.0245
73414,5606,192,9975,20250124,Display,Food,Search,1,0,0.0609
73415,1199,7,10016,20250212,Mid-roll,Gaming,Home Feed,1,0,0.0339
73416,5705,168,10057,20250303,Pre-roll,Entertainment,Player,1,0,0.0364
73417,3741,315,10098,20250322,Sponsored Card,Technology,Anime Detail,1,0,0.0068
73418,5223,102,10139,20250410,Display,Retail,Search,1,0,0.0295
73419,1920,313,10180,20250429,Mid-roll,Food,Home Feed,0,0,0.0332
73420,1593,112,10221,20250518,Pre-roll,Gaming,Player,1,1,0.0838
73421,2589,298,10262,20250606,Sponsored Card,Entertainment,Anime Detail,1,0,0.0604
73422,4774,343,,20250625,Display,Technology,Search,1,0,0.0043
73423,,106,10344,20250714,Mid-roll,Retail,Home Feed,1,0,0.0198
73424,4412,51,10385,20250802,Pre-roll,Food,Player,1,0,0.0587
73425,440,196,10426,20250821,Sponsored Card,Gaming,Anime Detail,0,0,0.0442
73426,1434,16,10467,20250909,Display,Entertainment,Search,1,1,0.0846
73427,1418,79,10508,20250928,Mid-roll,Technology,Home Feed,0,0,0.0843
73428,1394,95,10549,20251017,Pre-roll,Retail,Player,1,0,0.0435
73429,2773,302,10590,20251105,Sponsored Card,Food,Anime Detail,0,0,0.0294
73430,362,10,10631,20251124,Display,Gaming,Search,1,0,0.0385
73431,1312,352,,20251213,Mid-roll,Entertainment,Home Feed,1,0,0.0408
73432,2188,171,10713,20230101,Pre-roll,Technology,Player,1,0,0.0595
73433,5070,242,10754,20230120,Sponsored Card,Retail,Anime Detail,1,0,0.0824
73434,2478,259,10795,20230208,Display,Food,Search,1,0,0.0067
73435,4949,207,10836,20230227,Mid-roll,Gaming,Home Feed,0,0,0.0242
73436,4661,47,10877,20230318,Pre-roll,Entertainment,Player,1,0,0.0712
73437,1170,39,10918,20230406,Sponsored Card,Technology,Anime Detail,1,0,0.0257
73438,3497,263,10959,20230425,Display,Retail,Search,1,0,0.0385
73439,2800,13,11000,20230514,Mid-roll,Food,Home Feed,1,1,0.0745
73440,,1,,20230602,Pre-roll,Gaming,Player,1,0,0.0601
73441,1238,226,11082,20230621,Sponsored Card,Entertainment,Anime Detail,1,0,0.0763
73442,1273,140,11123,20230710,Display,Technology,Search,1,0,0.0845
73443,3620,181,11164,20230729,Mid-roll,Retail,Home Feed,1,0,0.0108
73444,647,114,11205,20230817,Pre-roll,Food,Player,0,0,0.0534
73445,3079,342,11246,20230905,Sponsored Card,Gaming,Anime Detail,0,0,0.0252
73446,1093,77,11287,20230924,Display,Entertainment,Search,1,1,0.018
73447,141,304,11328,20231013,Mid-roll,Technology,Home Feed,1,0,0.0321
73448,1945,29,11369,20231101,Pre-roll,Retail,Player,1,0,0.0331
73449,5461,10,,20231120,Sponsored Card,Food,Anime Detail,1,0,0.0466
73450,4937,294,11451,20231209,Display,Gaming,Search,1,0,0.0527
73451,2572,78,11492,20231228,Mid-roll,Entertainment,Home Feed,0,0,0.0074
73452,255,229,11533,20240116,Pre-roll,Technology,Player,1,0,0.0515
73453,5287,212,11574,20240204,Sponsored Card,Retail,Anime Detail,1,0,0.0075
73454,109,291,11615,20240223,Display,Food,Search,1,0,0.0332
73455,4635,308,11656,20240313,Mid-roll,Gaming,Home Feed,1,0,0.0172
73456,345,306,11697,20240401,Pre-roll,Entertainment,Player,0,0,0.0549
73457,,272,11738,20240420,Sponsored Card,Technology,Anime Detail,1,0,0.0497
73458,1313,19,,20240509,Display,Retail,Search,1,0,0.082
73459,76,145,11820,20240528,Mid-roll,Food,Home Feed,0,0,0.0581
73460,428,285,11861,20240616,Pre-roll,Gaming,Player,1,0,0.0526
73461,708,228,11902,20240705,Sponsored Card,Entertainment,Anime Detail,0,0,0.0206
73462,5608,340,11943,20240724,Display,Technology,Search,1,0,0.0424
73463,3673,171,11984,20240812,Mid-roll,Retail,Home Feed,1,0,0.0574
73464,690,172,12025,20240831,Pre-roll,Food,Player,0,0,0.0342
73465,4066,77,12066,20240919,Sponsored Card,Gaming,Anime Detail,1,0,0.0615
73466,424,232,12107,20241008,Display,Entertainment,Search,1,0,0.0168
73467,1093,28,,20241027,Mid-roll,Technology,Home Feed,0,0,0.0591
73468,4586,214,12189,20241115,Pre-roll,Retail,Player,1,0,0.0486
73469,4818,281,12230,20241204,Sponsored Card,Food,Anime Detail,1,0,0.0509
73470,1484,59,12271,20241223,Display,Gaming,Search,1,0,0.027
73471,5579,346,12312,20250111,Mid-roll,Entertainment,Home Feed,1,0,0.0044
73472,1115,315,12353,20250130,Pre-roll,Technology,Player,0,0,0.0442
73473,1139,58,12394,20250218,Sponsored Card,Retail,Anime Detail,1,1,0.0285
73474,,64,12435,20250309,Display,Food,Search,1,0,0.0502
73475,262,108,12476,20250328,Mid-roll,Gaming,Home Feed,1,0,0.0182
73476,840,37,,20250416,Pre-roll,Entertainment,Player,1,0,0.0677
73477,65,302,12558,20250505,Sponsored Card,Technology,Anime Detail,1,0,0.0324
73478,3721,132,12599,20250524,Display,Retail,Search,1,0,0.0573
73479,216,97,12640,20250612,Mid-roll,Food,Home Feed,1,0,0.0478
73480,5490,128,12681,20250701,Pre-roll,Gaming,Player,1,0,0.0567
73481,1031,318,12722,20250720,Sponsored Card,Entertainment,Anime Detail,0,0,0.067
73482,3066,44,12763,20250808,Display,Technology,Search,1,0,0.0542
73483,517,65,12804,20250827,Mid-roll,Retail,Home Feed,0,0,0.0041
73484,2599,263,12845,20250915,Pre-roll,Food,Player,1,0,0.0336
73485,1327,46,,20251004,Sponsored Card,Gaming,Anime Detail,0,0,0.0771
73486,5350,195,12927,20251023,Display,Entertainment,Search,1,0,0.006
73487,615,243,12968,20251111,Mid-roll,Technology,Home Feed,1,0,0.0259
73488,5897,29,13009,20251130,Pre-roll,Retail,Player,1,0,0.0721
73489,2368,242,13050,20251219,Sponsored Card,Food,Anime Detail,0,0,0.0164
73490,4914,100,13091,20230107,Display,Gaming,Search,1,0,0.071
73491,,351,13132,20230126,Mid-roll,Entertainment,Home Feed,1,0,0.0577
73492,338,51,13173,20230214,Pre-roll,Technology,Player,1,0,0.0752
73493,4479,125,13214,20230305,Sponsored Card,Retail,Anime Detail,1,0,0.027
73494,2318,55,,20230324,Display,Food,Search,1,0,0.0279
73495,4147,96,13296,20230412,Mid-roll,Gaming,Home Feed,1,0,0.0179
73496,4751,358,13337,20230501,Pre-roll,Entertainment,Player,1,0,0.0305
73497,3754,20,13378,20230520,Sponsored Card,Technology,Anime Detail,0,0,0.0032
73498,3519,195,13419,20230608,Display,Retail,Search,1,0,0.0331
73499,1747,262,13460,20230627,Mid-roll,Food,Home Feed,1,0,0.0844
73500,3412,251,13501,20230716,Pre-roll,Gaming,Player,0,0,0.0215
73501,3000,16,13542,20230804,Sponsored Card,Entertainment,Anime Detail,1,0,0.0341
73502,3608,350,13583,20230823,Display,Technology,Search,1,0,0.076
73503,3372,64,,20230911,Mid-roll,Retail,Home Feed,1,0,0.0706
73504,4287,132,13665,20230930,Pre-roll,Food,Player,1,0,0.0078
73505,3964,356,13706,20231019,Sponsored Card,Gaming,Anime Detail,1,0,0.0397
73506,4568,248,13747,20231107,Display,Entertainment,Search,1,0,0.038
73507,957,274,13788,20231126,Mid-roll,Technology,Home Feed,0,0,0.0706
73508,,39,13829,20231215,Pre-roll,Retail,Player,1,0,0.0643
73509,2536,148,13870,20240103,Sponsored Card,Food,Anime Detail,1,0,0.0064
73510,5188,228,13911,20240122,Display,Gaming,Search,1,0,0.0643
73511,3617,14,13952,20240210,Mid-roll,Entertainment,Home Feed,1,0,0.0027
73512,3684,73,,20240229,Pre-roll,Technology,Player,0,0,0.0429
73513,3611,311,14034,20240319,Sponsored Card,Retail,Anime Detail,1,0,0.0281
73514,1663,317,14075,20240407,Display,Food,Search,1,0,0.0491
73515,1199,277,14116,20240426,Mid-roll,Gaming,Home Feed,1,0,0.0252
73516,5395,116,14157,20240515,Pre-roll,Entertainment,Player,1,0,0.0513
73517,5947,158,14198,20240603,Sponsored Card,Technology,Anime Detail,1,0,0.0032
73518,2923,226,14239,20240622,Display,Retail,Search,1,0,0.0038
73519,4620,42,14280,20240711,Mid-roll,Food,Home Feed,0,0,0.0322
73520,4922,295,14321,20240730,Pre-roll,Gaming,Player,1,0,0.0759
73521,5970,82,,20240818,Sponsored Card,Entertainment,Anime Detail,1,0,0.0657
73522,4535,49,14403,20240906,Display,Technology,Search,1,0,0.0078
73523,1131,90,14444,20240925,Mid-roll,Retail,Home Feed,1,0,0.0829
73524,872,17,14485,20241014,Pre-roll,Food,Player,1,0,0.018
73525,,284,14526,20241102,Sponsored Card,Gaming,Anime Detail,1,0,0.0686
73526,3985,129,14567,20241121,Display,Entertainment,Search,1,0,0.0846
73527,1650,111,14608,20241210,Mid-roll,Technology,Home Feed,0,0,0.0215
73528,3613,139,14649,20241229,Pre-roll,Retail,Player,1,0,0.0163
73529,5427,198,14690,20250117,Sponsored Card,Food,Anime Detail,0,0,0.0093
73530,678,91,,20250205,Display,Gaming,Search,1,0,0.0076
73531,4140,5,14772,20250224,Mid-roll,Entertainment,Home Feed,1,0,0.0586
73532,5881,241,14813,20250315,Pre-roll,Technology,Player,1,0,0.0267
73533,3051,114,14854,20250403,Sponsored Card,Retail,Anime Detail,1,0,0.0236
73534,2187,86,14895,20250422,Display,Food,Search,1,0,0.0544
73535,1072,334,14936,20250511,Mid-roll,Gaming,Home Feed,1,0,0.0165
73536,5057,278,14977,20250530,Pre-roll,Entertainment,Player,1,0,0.0198
73537,2760,144,15018,20250618,Sponsored Card,Technology,Anime Detail,1,0,0.0834
73538,2294,342,15059,20250707,Display,Retail,Search,1,0,0.0651
73539,1001,100,,20250726,Mid-roll,Food,Home Feed,1,0,0.0374
73540,2299,260,15141,20250814,Pre-roll,Gaming,Player,1,0,0.059
73541,5297,105,15182,20250902,Sponsored Card,Entertainment,Anime Detail,1,1,0.0277
73542,,230,15223,20250921,Display,Technology,Search,1,0,0.0515
73543,4171,255,15264,20251010,Mid-roll,Retail,Home Feed,0,0,0.0285
73544,4965,198,15305,20251029,Pre-roll,Food,Player,0,0,0.0276
73545,5928,358,15346,20251117,Sponsored Card,Gaming,Anime Detail,1,0,0.0845
73546,1787,314,15387,20251206,Display,Entertainment,Search,1,0,0.0238
73547,1490,81,15428,20251225,Mid-roll,Technology,Home Feed,1,0,0.0274
73548,2459,109,,20230113,Pre-roll,Retail,Player,1,0,0.0492
73549,2889,272,15510,20230201,Sponsored Card,Food,Anime Detail,1,0,0.0628
73550,4818,354,15551,20230220,Display,Gaming,Search,1,0,0.0633
73551,1125,246,15592,20230311,Mid-roll,Entertainment,Home Feed,1,0,0.008
73552,2004,43,15633,20230330,Pre-roll,Technology,Player,0,0,0.0181
73553,2028,100,15674,20230418,Sponsored Card,Retail,Anime Detail,1,0,0.0629
73554,4147,227,15715,20230507,Display,Food,Search,1,0,0.0279
73555,5321,8,15756,20230526,Mid-roll,Gaming,Home Feed,1,0,0.0542
73556,4237,108,15797,20230614,Pre-roll,Entertainment,Player,1,0,0.0428
73557,3113,118,,20230703,Sponsored Card,Technology,Anime Detail,0,0,0.0109
73558,2105,226,15879,20230722,Display,Retail,Search,1,0,0.0203
73559,,188,15920,20230810,Mid-roll,Food,Home Feed,1,0,0.025
73560,1912,136,15961,20230829,Pre-roll,Gaming,Player,1,0,0.0261
73561,1903,66,16002,20230917,Sponsored Card,Entertainment,Anime Detail,1,0,0.0711
73562,4534,208,16043,20231006,Display,Technology,Search,1,0,0.0748
73563,3712,141,16084,20231025,Mid-roll,Retail,Home Feed,1,0,0.0251
73564,5183,342,16125,20231113,Pre-roll,Food,Player,0,0,0.0519
73565,4404,285,16166,20231202,Sponsored Card,Gaming,Anime Detail,1,0,0.0795
73566,124,127,,20231221,Display,Entertainment,Search,1,0,0.0119
73567,3243,222,16248,20240109,Mid-roll,Technology,Home Feed,1,0,0.081
73568,3300,333,16289,20240128,Pre-roll,Retail,Player,1,0,0.0758
73569,2474,26,16330,20240216,Sponsored Card,Food,Anime Detail,0,0,0.0322
73570,5256,211,16371,20240306,Display,Gaming,Search,1,0,0.0817
73571,2676,61,16412,20240325,Mid-roll,Entertainment,Home Feed,1,0,0.0812
73572,5054,131,16453,20240413,Pre-roll,Technology,Player,1,0,0.0639
73573,4228,13,16494,20240502,Sponsored Card,Retail,Anime Detail,1,1,0.072
73574,1127,302,16535,20240521,Display,Food,Search,1,0,0.0179
73575,4679,136,,20240609,Mid-roll,Gaming,Home Feed,1,0,0.0764
73576,,245,16617,20240628,Pre-roll,Entertainment,Player,1,0,0.0847
73577,2670,137,16658,20240717,Sponsored Card,Technology,Anime Detail,1,0,0.0199
73578,1273,219,16699,20240805,Display,Retail,Search,1,0,0.081
73579,3609,272,16740,20240824,Mid-roll,Food,Home Feed,1,0,0.0612
73580,4883,183,16781,20240912,Pre-roll,Gaming,Player,1,0,0.0069
73581,2103,178,16822,20241001,Sponsored Card,Entertainment,Anime Detail,1,0,0.0817
73582,3675,205,16863,20241020,Display,Technology,Search,1,0,0.0223
73583,357,333,16904,20241108,Mid-roll,Retail,Home Feed,0,0,0.0461
73584,2552,145,,20241127,Pre-roll,Food,Player,1,0,0.0068
73585,4356,206,16986,20241216,Sponsored Card,Gaming,Anime Detail,1,0,0.0409
73586,1648,250,17027,20250104,Display,Entertainment,Search,1,0,0.0649
73587,5738,15,17068,20250123,Mid-roll,Technology,Home Feed,1,0,0.0186
73588,4942,255,17109,20250211,Pre-roll,Retail,Player,1,0,0.0285
73589,917,351,17150,20250302,Sponsored Card,Food,Anime Detail,0,0,0.0177
73590,2524,181,17191,20250321,Display,Gaming,Search,1,0,0.0459
73591,5701,118,17232,20250409,Mid-roll,Entertainment,Home Feed,1,0,0.0571
73592,325,23,17273,20250428,Pre-roll,Technology,Player,1,0,0.0353
73593,,154,,20250517,Sponsored Card,Retail,Anime Detail,1,0,0.0281
73594,5078,87,17355,20250605,Display,Food,Search,1,0,0.0171
73595,2895,311,17396,20250624,Mid-roll,Gaming,Home Feed,0,0,0.0251
73596,3404,71,17437,20250713,Pre-roll,Entertainment,Player,1,0,0.0766
73597,108,356,17478,20250801,Sponsored Card,Technology,Anime Detail,0,0,0.0425
73598,850,281,17519,20250820,Display,Retail,Search,1,0,0.0022
73599,4319,72,17560,20250908,Mid-roll,Food,Home Feed,1,0,0.0264
73600,4561,77,17601,20250927,Pre-roll,Gaming,Player,1,0,0.0318
73601,3254,136,17642,20251016,Sponsored Card,Entertainment,Anime Detail,1,0,0.0277
73602,303,163,,20251104,Display,Technology,Search,1,0,0.0352
73603,4742,91,17724,20251123,Mid-roll,Retail,Home Feed,1,0,0.0414
73604,3346,16,17765,20251212,Pre-roll,Food,Player,0,0,0.0318
73605,377,240,17806,20251231,Sponsored Card,Gaming,Anime Detail,1,0,0.0844
73606,5941,182,17847,20230119,Display,Entertainment,Search,1,0,0.0719
73607,282,309,17888,20230207,Mid-roll,Technology,Home Feed,1,0,0.0408
73608,3205,224,17929,20230226,Pre-roll,Retail,Player,1,0,0.0202
73609,341,222,17970,20230317,Sponsored Card,Food,Anime Detail,1,0,0.0175
73610,,247,18011,20230405,Display,Gaming,Search,1,0,0.0668
73611,3008,172,,20230424,Mid-roll,Entertainment,Home Feed,1,0,0.0357
73612,1791,334,18093,20230513,Pre-roll,Technology,Player,1,0,0.0767
73613,1131,285,18134,20230601,Sponsored Card,Retail,Anime Detail,1,0,0.0221
73614,1830,206,18175,20230620,Display,Food,Search,1,0,0.0374
73615,3132,273,18216,20230709,Mid-roll,Gaming,Home Feed,1,0,0.0345
73616,825,58,18257,20230728,Pre-roll,Entertainment,Player,0,0,0.0113
73617,3136,34,18298,20230816,Sponsored Card,Technology,Anime Detail,1,0,0.021
73618,5036,332,18339,20230904,Display,Retail,Search,1,0,0.0497
73619,3901,43,18380,20230923,Mid-roll,Food,Home Feed,0,0,0.0321
73620,3604,181,,20231012,Pre-roll,Gaming,Player,1,0,0.0322
73621,3425,160,18462,20231031,Sponsored Card,Entertainment,Anime Detail,1,0,0.0164
73622,5042,29,18503,20231119,Display,Technology,Search,1,0,0.0532
73623,1186,233,18544,20231208,Mid-roll,Retail,Home Feed,1,1,0.0411
73624,536,210,18585,20231227,Pre-roll,Food,Player,1,0,0.0039
73625,2518,91,18626,20240115,Sponsored Card,Gaming,Anime Detail,1,0,0.0673
73626,3719,164,18667,20240203,Display,Entertainment,Search,1,0,0.0658
73627,,24,18708,20240222,Mid-roll,Technology,Home Feed,0,0,0.0326
73628,3038,278,18749,20240312,Pre-roll,Retail,Player,1,0,0.0533
73629,1220,190,,20240331,Sponsored Card,Food,Anime Detail,1,0,0.015
73630,3366,260,18831,20240419,Display,Gaming,Search,1,0,0.0261
73631,3452,206,18872,20240508,Mid-roll,Entertainment,Home Feed,1,0,0.0296
73632,1537,52,18913,20240527,Pre-roll,Technology,Player,1,0,0.0341
73633,3298,242,18954,20240615,Sponsored Card,Retail,Anime Detail,1,0,0.006
73634,251,166,18995,20240704,Display,Food,Search,1,0,0.0508
73635,788,323,19036,20240723,Mid-roll,Gaming,Home Feed,1,0,0.022
73636,5896,243,19077,20240811,Pre-roll,Entertainment,Player,0,0,0.0649
73637,354,284,19118,20240830,Sponsored Card,Technology,Anime Detail,1,0,0.057
73638,1031,199,,20240918,Display,Retail,Search,1,0,0.0428
73639,4697,215,19200,20241007,Mid-roll,Food,Home Feed,0,0,0.0544
73640,868,130,19241,20241026,Pre-roll,Gaming,Player,0,0,0.015
73641,3829,46,19282,20241114,Sponsored Card,Entertainment,Anime Detail,0,0,0.0071
73642,4437,299,19323,20241203,Display,Technology,Search,1,0,0.0309
73643,3205,68,19364,20241222,Mid-roll,Retail,Home Feed,1,0,0.0654
73644,,89,19405,20250110,Pre-roll,Food,Player,0,0,0.0167
73645,406,273,19446,20250129,Sponsored Card,Gaming,Anime Detail,1,0,0.0482
73646,4250,162,19487,20250217,Display,Entertainment,Search,1,0,0.0037
73647,3155,208,,20250308,Mid-roll,Technology,Home Feed,1,0,0.0736
73648,4194,115,19569,20250327,Pre-roll,Retail,Player,0,0,0.0288
73649,5490,296,19610,20250415,Sponsored Card,Food,Anime Detail,0,0,0.0426
73650,4049,162,19651,20250504,Display,Gaming,Search,1,0,0.0071
73651,948,195,19692,20250523,Mid-roll,Entertainment,Home Feed,1,0,0.0424
73652,5590,77,19733,20250611,Pre-roll,Technology,Player,1,1,0.0108
73653,430,120,19774,20250630,Sponsored Card,Retail,Anime Detail,1,0,0.0413
73654,1727,229,19815,20250719,Display,Food,Search,1,0,0.0735
73655,3674,298,19856,20250807,Mid-roll,Gaming,Home Feed,1,0,0.0546
73656,219,217,,20250826,Pre-roll,Entertainment,Player,1,0,0.016
73657,683,53,19938,20250914,Sponsored Card,Technology,Anime Detail,0,0,0.045
73658,2185,346,19979,20251003,Display,Retail,Search,1,0,0.0269
73659,4494,173,20020,20251022,Mid-roll,Food,Home Feed,1,0,0.0423
73660,1665,171,20061,20251110,Pre-roll,Gaming,Player,1,0,0.0223
73661,,240,20102,20251129,Sponsored Card,Entertainment,Anime Detail,1,0,0.0116
73662,2810,216,20143,20251218,Display,Technology,Search,1,0,0.0382
73663,4418,105,20184,20230106,Mid-roll,Retail,Home Feed,1,0,0.0778
73664,4935,124,20225,20230125,Pre-roll,Food,Player,0,0,0.0775
73665,1634,226,,20230213,Sponsored Card,Gaming,Anime Detail,0,0,0.0104
73666,5955,140,20307,20230304,Display,Entertainment,Search,1,0,0.0523
73667,4971,331,20348,20230323,Mid-roll,Technology,Home Feed,1,0,0.0086
73668,4196,189,20389,20230411,Pre-roll,Retail,Player,1,0,0.0412
73669,739,327,20430,20230430,Sponsored Card,Food,Anime Detail,1,0,0.0057
73670,1563,210,20471,20230519,Display,Gaming,Search,1,0,0.0588
73671,278,175,20512,20230607,Mid-roll,Entertainment,Home Feed,0,0,0.033
73672,1988,129,20553,20230626,Pre-roll,Technology,Player,1,0,0.0313
73673,2272,50,20594,20230715,Sponsored Card,Retail,Anime Detail,1,0,0.0596
73674,1758,235,,20230803,Display,Food,Search,1,0,0.0417
73675,3679,54,20676,20230822,Mid-roll,Gaming,Home Feed,1,0,0.0067
73676,930,248,20717,20230910,Pre-roll,Entertainment,Player,1,0,0.0785
73677,4716,235,20758,20230929,Sponsored Card,Technology,Anime Detail,1,0,0.0265
73678,,152,20799,20231018,Display,Retail,Search,1,0,0.0378
73679,4297,120,20840,20231106,Mid-roll,Food,Home Feed,1,0,0.0658
73680,4879,205,20881,20231125,Pre-roll,Gaming,Player,1,0,0.0417
73681,2299,320,20922,20231214,Sponsored Card,Entertainment,Anime Detail,1,0,0.0792
73682,210,74,20963,20240102,Display,Technology,Search,1,0,0.0809
73683,5423,244,,20240121,Mid-roll,Retail,Home Feed,0,0,0.0166
73684,3718,24,21045,20240209,Pre-roll,Food,Player,1,0,0.0257
73685,1221,45,21086,20240228,Sponsored Card,Gaming,Anime Detail,1,0,0.0157
73686,3950,152,21127,20240318,Display,Entertainment,Search,1,0,0.0648
73687,3936,326,21168,20240406,Mid-roll,Technology,Home Feed,0,0,0.0026
73688,672,19,21209,20240425,Pre-roll,Retail,Player,1,0,0.009
73689,4738,134,21250,20240514,Sponsored Card,Food,Anime Detail,0,0,0.0251
73690,5840,210,21291,20240602,Display,Gaming,Search,1,0,0.0566
